"","Brand","Variety","Style","Country","Stars","Top.Ten","perc_salt"
"1843","Nissin","U.F.O. Yakiosoba","Bowl","Japan",3.75,"",18.7658939864752
"1844","Gau Do","Chicken Shrimp","Pack","Vietnam",2.5,"",19.4615742610549
"1845","Maruchan","Yakisoba Spicy Vegetable","Tray","USA",3.25,"",20.0407198993016
"1846","Ottogi","Odongtong Myon Seafood","Bowl","South Korea",2.75,"",20.198069483388
"1847","Indomie","Mi Goreng Rasa Ayam Panggang Jumbo (Local)","Pack","Indonesia",5,"",17.4906254836466
"1848","Indomie","Rasa Soto Betawi","Pack","Indonesia",4.5,"",19.8294277673611
"1849","Indomie","Curly Noodle With Chicken Chilli Paddi","Pack","Indonesia",4.25,"",21.3074939068397
"1850","Indomie","Rasa Mi Kocok Bandung","Pack","Indonesia",3.25,"",19.5417597229982
"1851","Indomie","Rasa Soto Banjar Limau Kulit","Pack","Indonesia",5,"",17.9130901001025
"1852","Indomie","Mi Goreng Jumbo Beef","Pack","Indonesia",5,"",18.1696769974617
"1853","Indomie","Rasa Kari Ayam Medan","Pack","Indonesia",5,"",17.771920562535
"1854","Indomie","Rasa Empal Gentong","Pack","Indonesia",4,"",20.6725172368441
"1855","Indomie","Mi Goreng Cakalang","Pack","Indonesia",4,"",20.6266230549119
"1856","Indomie","Mi Goreng Instant Cup Noodles","Cup","Indonesia",5,"",18.5391697138853
"1857","Indomie","Curly Noodle With Laksa Chilli","Pack","Indonesia",3.5,"",19.7078082636066
"1858","Indomie","Mi Goreng Barbecue Chicken","Pack","Indonesia",5,"",19.1794566132091
"1859","Yamamoto","Seafood Ramen","Bowl","Japan",3.5,"",20.1263628879653
"1860","Nongshim","Bowl Noodle Savory Beef","Bowl","USA",4,"",20.7950601931942
"1861","Golden Mie","Chicken Curry","Pack","Dubai",3.75,"",19.3256227635296
"1862","Nissin","Spoon-it Beef","Pack","USA",3.25,"",20.168990524632
"1863","Ottogi","Kiss Myon","Pack","South Korea",3.75,"",20.7055045028069
"1864","Nissin","Ramen Bowl Spicy Chicken","Bowl","USA",3.25,"",19.795063276197
"1865","Vifon","Hu Tieu Ca Stewed Fish","Bowl","Vietnam",3.75,"",19.6927168538887
"1866","Indomie","Mi Goreng Rendang (Import)","Pack","Indonesia",5,"2013 #3",17.0649238879973
"1867","Pulmuone","Nature Is Delicious Spicy","Pack","South Korea",3.75,"",22.047103508574
"1868","Nissin","Spoon-it Creamy Chicken","Pack","USA",4,"",18.8843823545823
"1869","Four Seas","Seaweed","Bowl","Hong Kong",3.25,"",18.6006479807269
"1870","Nongshim","Hearty Rice Noodle Beef","Pack","South Korea",4.25,"",19.6849607240821
"1871","Saigon Ve Wong","Kung Fu Mixed Foods","Bowl","Vietnam",2.75,"",19.6219456259799
"1872","Nissin","Chow Mein Spicy Chicken","Tray","USA",3.25,"",19.6118231406792
"1873","Wu Mu","Pork Flavor Ramen","Pack","Taiwan",2.75,"",19.4002649132196
"1874","Mee Jang","Noodle Soup Spicy Beef Garlic Onion","Bowl","Thailand",3.25,"",18.1730139700483
"1875","Unif","Man Han Feast Spring Onion Eel","Bowl","Taiwan",4.25,"",18.1325653760814
"1876","Golden Wheat","South Korean Style Beef","Cup","China",3.5,"",19.1376916157428
"1877","Nissin","Chow Mein Chinese Chicken Vegetable","Tray","USA",4,"",20.8048549909835
"1878","Nissin","Spoon-it Rich Hearty Beef Stew","Pack","USA",3.5,"",20.698258028843
"1879","Nissin","Demae Ramen Black Garlic Oil Tonkotsu","Pack","Japan",4.5,"",20.4628830011915
"1880","Nissin","Big Cup Noodles Lime Chili Shrimp","Cup","USA",4,"",19.6783537621898
"1881","Nissin","Chikin Ramen (Local)","Pack","Japan",5,"",19.5185263672695
"1882","Nissin","Cup Noodles Salsa Picante Shrimp","Cup","USA",3.5,"",20.2801582039138
"1883","Nissin","Chow Mein Orange Chicken","Tray","USA",4,"",21.670966878197
"1884","Nissin","Spoon-it Rich Hearty Savory Chicken","Pack","USA",3.25,"",19.1765185271574
"1885","Nissin","Big Cup Noodles Spicy Chicken","Cup","USA",3.5,"",19.8224335972037
"1886","JFC","Japanese Style Noodle Curry","Bowl","Japan",4.5,"",20.2178631152813
"1887","Vina Acecook","Kingcook Chicken","Pack","Vietnam",3.5,"",20.085178595634
"1888","Chewy","Stir Rice Vermicelli Indonesian Gado Gado","Tray","China",2.25,"",19.0259591899298
"1889","Samyang","Assorted Vegetable Ramen","Pack","South Korea",3.75,"",21.9035137675256
"1890","Mamee","Express Cup Vegetarian","Cup","Malaysia",2,"",16.9615519944108
"1891","Maruchan","Yakisoba Savory Soy Sauce","Tray","USA",3.75,"",19.4812659942939
"1892","Mee Jang","Noodle Soup Sour Spicy Shrimp Tom Yum","Bowl","Thailand",2.5,"",17.07458638007
"1893","Ohsung","Hong Ramyun Soy Peptide Hot Spicy","Pack","South Korea",3.75,"",21.0999086845991
"1894","Nissin","Cup Noodles Xo Sauce Seafood","Cup","Hong Kong",3.75,"",21.668514320111
"1895","Mi Sedaap","Mi Segera Mi Goreng Perisa Sambal Goreng","Pack","Indonesia",4.5,"",19.5994913403421
"1896","Indomie","Rasa Sup Buntut Oxtail Soup","Pack","Indonesia",2.75,"",18.6901720103371
"1897","Dragonfly","Artificial Seafood","Pack","China",3.75,"",20.22789734312
"1898","Nongshim","Udon Garlic Teriyaki","Pack","South Korea",4.75,"",19.6285772297931
"1899","Indomie","Instant Cup Noodles Mi Goreng Satay","Cup","Indonesia",4.25,"",20.907908563251
"1900","Nongshim","Hearty Rice Noodle Black Bean Vegetable","Pack","South Korea",3.75,"",19.8754941460533
"1901","Vina Acecook","Kingcook Shrimp","Pack","Vietnam",2.75,"",18.106179594511
"1902","Mamee","Express Cup Fried Onion Chicken","Cup","Malaysia",3.25,"",19.5391967472801
"1903","Wang","Kitsune Udon","Bowl","South Korea",4,"",20.2499899604747
"1904","Nongshim","Shin Ramyun Shrimp","Pack","China",4.5,"",19.9882692921881
"1905","Indomie","Spicy Coconut Shrimp","Pack","Indonesia",4.75,"",19.3052151767289
"1906","Samyang","Nagasaki Jjampong","Pack","South Korea",4.75,"",18.2394546541777
"1907","Paldo","Kko Kko Myun","Pack","South Korea",5,"",18.8910722905803
"1908","Ohsung","Hong Ramyun Soup Soy Peptide Mild","Pack","South Korea",3.25,"",20.398245671465
"1909","Mug Shot","Chicken","Pack","UK",3,"",19.3829419158104
"1910","Mug Shot","Spicy Sweet & Sour","Pack","UK",3,"",19.5345478985668
"1911","Saigon Ve Wong","Kung Fu Artificial Chicken Rice Noodle","Bowl","Vietnam",3.5,"",20.5405786283732
"1912","Nissin","Gozen Tempura","Bowl","Japan",4,"",20.0167108065349
"1913","Saigon Ve Wong","Kung Fu Vegetarian","Bowl","Vietnam",2,"",15.3845376047107
"1914","Nissin","Ramen Bowl Kimchi","Bowl","USA",3,"",19.5406776494622
"1915","Lishan","Black Rooster Chicken","Pack","Taiwan",1.5,"",16.7766335593192
"1916","Mama","Moo Nam Tok Rice Vermicelli","Pack","Thailand",3.25,"",19.880312627633
"1917","Thai Kitchen","Bangkok Curry Rice Noodle","Pack","USA",2.75,"",19.570690452199
"1918","Paldo","Jjajangmen Black Bean","Pack","South Korea",4,"",18.8385073136974
"1919","Daikoku","Shokuh Kitsune Udon","Bowl","Japan",4.25,"",20.1415842352637
"1920","Yamamoto","Ponpoko Tempura Soba","Bowl","Japan",4.25,"",18.5408828723637
"1921","Lucky Me!","Beef Na Beef","Pack","Philippines",3.75,"",20.5024752107135
"1922","Nissin","Ramen Bowl Spicy Shrimp","Bowl","USA",3,"",18.538293902787
"1923","Paldo","Hwa King Cup","Cup","South Korea",3.5,"",19.5348385744266
"1924","Dragonfly","Onion","Pack","China",3.75,"",20.5296644730324
"1925","Nissin","Ramen Bowl Hot & Spicy","Bowl","USA",3.75,"",19.8176358850966
"1926","Cap Atoom Bulan","Mie Telor Asli","Pack","Indonesia",3,"",18.7892235447238
"1927","Mee Jang","Sour Spicy Chicken Tom Yum","Bowl","Thailand",3.25,"",20.6091717428391
"1928","Dragonfly","Artificial Pork Ribs","Pack","China",4,"",20.7273089146937
"1929","Sapporo Ichiban","Shio","Pack","Japan",5,"",19.130179051032
"1930","Mi Sedaap","Mi Segera Mi Sup Perisa Kari Ayam","Pack","Indonesia",4,"",20.5733220942887
"1931","Dragonfly","Artificial Chicken","Pack","China",4,"",19.2351705818617
"1932","Pot Noodle","Chicken & Mushroom","Cup","UK",3.75,"",20.978692358443
"1933","Nongshim","Seafood Ramyun","Pack","South Korea",3.75,"",19.3167230809467
"1934","Sunlee","Tom Yum Shrimp Noodle","Bowl","Thailand",3.5,"",20.6349572606063
"1935","Yamamoto","Shoyu","Bowl","Japan",4.25,"",18.1888482003497
"1936","Nongshim","Oolongmen Artificial Chicken","Cup","South Korea",3.75,"",21.5827595283745
"1937","Sura","Knife Cut Rice Noodle","Bowl","South Korea",3.75,"",19.9669803698126
"1938","Wei Chuan","Miso Vegetables","Pack","Taiwan",3.25,"",18.9401466427573
"1939","Little Cook","Spicy Beef","Cup","Thailand",2.75,"",18.5558499524376
"1940","Vina Acecook","Hao Hao Shrimp Onion","Pack","Vietnam",3,"",21.4248968864473
"1941","Master Kong","Artificial Spicy Beef","Pack","China",4.25,"",19.7998597508892
"1942","Nissin","Gozen Kitsune Udon","Bowl","Japan",5,"",19.2667615352515
"1943","GreeNoodle","Yakisoba","Pack","Thailand",3,"",18.1040690585176
"1944","Snapdragon","Chinese Mushroom Rice Noodle","Cup","Singapore",2.5,"",18.5684552627907
"1945","Yamamori","Tom Yam Ramen Pork","Pack","Japan",4.75,"",21.4450273444954
"1946","Ottogi","Buckwheat Bibim Ramyon","Pack","South Korea",1.1,"",13.6342518308087
"1947","Baijia","Sichuan Hot Pot Sweet Potato Thread","Bowl","China",0.5,"",7.65748877422882
"1948","Mr. Udon","Seafood Selection","Pack","South Korea",3.5,"",19.1697768673703
"1949","Mr. Udon","Japanese Miso","Pack","South Korea",2.75,"",19.0834706702467
"1950","Fashion Foods","XO Sauce","Bowl","Thailand",1.25,"",13.6184362819422
"1951","Ve Wong","Kung Fu Artificial Mushroom Pork","Bowl","Taiwan",1.25,"",14.0708477295227
"1952","Master Kong","Artificial Braised Beef","Pack","China",4.25,"",20.1171780036187
"1953","Lucky Me!","Supreme La Paz Batchoy Beef Garlic","Bowl","Philippines",3.5,"",19.5973146558232
"1954","Omachi","Spaghetti","Pack","Vietnam",3.75,"",20.3653563250701
"1955","Ottogi","Yeul Hot Taste","Bowl","South Korea",3.5,"",18.9708821755259
"1956","Pot Noodle","Bombay Bad Boy","Cup","UK",4,"",18.9197003236287
"1957","Master Kong","Artificial Pork","Pack","China",3.75,"",22.3530267206821
"1958","Wei Wei","""A"" Series Vegetarian","Pack","Taiwan",3.25,"",19.2334149997652
"1959","Daikoku","My Friend Vic Tanuki Udon","Bowl","Japan",4.75,"",20.8843399735872
"1960","Ottogi","Jin Ramen Big Bowl (Hot)","Bowl","South Korea",3.5,"",20.0265101592058
"1961","Vifon","Phu Gia Bamboo Shoot Artificial Pork Bean Thread","Pack","Vietnam",1.25,"",13.9945984989459
"1962","Yamamoto","Ponpoko Tempura Udon","Bowl","Japan",4.75,"",19.9065148788099
"1963","Pulmuone","Cold Noodles By Dad","Pack","South Korea",2.75,"",20.9725684230388
"1964","Nissin","Demae Iccho Sesame Oil Chicken Macaroni","Pack","Japan",3.75,"",20.1392398852096
"1965","Maggi","2 Minute Noodles Thrillin' Curry","Pack","India",2,"",16.9963371574853
"1966","Yamamori","Tom Yam Prawn","Pack","Japan",4.5,"",18.6002558666625
"1967","Fuku","Superior Soup Rice Noodle","Pack","Hong Kong",2.5,"",19.4641076850077
"1968","Saigon Ve Wong","Kung Fu Artificial Pork Flavor","Bowl","Vietnam",3,"",20.9197399924045
"1969","Maruchan","Yakisoba Spicy Chicken","Tray","USA",1.75,"",16.313808746038
"1970","Batchelors","Super Noodles Low Fat Sweet Thai Chilli","Pack","UK",2,"",15.7096666661344
"1971","Wei Wei","""A"" Series Artificial Chicken","Pack","Taiwan",3.25,"",19.6902399180208
"1972","Wei Wei","""A"" Series Artificial Hot Beef","Pack","Taiwan",3.75,"",21.0999151058618
"1973","Koka","Spicy Black Pepper","Pack","Singapore",5,"2012 #10",19.0946861821143
"1974","Pot Noodle","Beef Tomato","Cup","UK",1.5,"",14.7841097362028
"1975","Six Fortune","U-Dong","Pack","South Korea",4,"",20.5372223566039
"1976","Little Cook","Artificial Onion","Cup","Thailand",3.5,"",19.276764757256
"1977","Batchelors","Super Noodles Low Fat Chicken Herb","Pack","UK",2,"",17.5010971648899
"1978","Wei Lih","Goog Good Eat Super Ramen Hot Chili","Pack","Taiwan",3.75,"",21.563555928773
"1979","Nongshim","Oolongmen Artificial Seafood","Cup","South Korea",3.5,"",20.1982905807675
"1980","Wei Chuan","Tomato Vegetables","Pack","Taiwan",4,"",21.3157729884692
"1981","Maruchan","Ramen Noodle Soup Beef","Pack","USA",3.25,"",20.7353907876605
"1982","Lucky Me!","Pancit Canton Extra Hot Chili","Pack","Philippines",4,"",19.9935333803219
"1983","Little Cook","Vegetarian","Cup","Thailand",3.25,"",19.7569038249167
"1984","Batchelors","Super Noodles Sweet & sour","Pack","UK",3.5,"",21.2295564028489
"1985","Thai Kitchen","Lemongrass Chili Rice Noodle","Pack","USA",1.5,"",17.006751483357
"1986","Thai Kitchen","Spring Onion Rice Noodle","Pack","USA",3.75,"",21.7609065005283
"1987","Haioreum","Asian Style Noodles Seafood","Bowl","South Korea",3.5,"",20.6585817118821
"1988","Nongshim","Chapagetti Chajang","Pack","South Korea",4,"",20.1502028109886
"1989","Batchelors","Super Noodles Mild Curry","Pack","UK",3.25,"",19.061233148736
"1990","Batchelors","Super Noodles To Go Chinese Space Rib","Bowl","UK",2.5,"",17.735498111251
"1991","Mama","Chand Clear Soup","Bowl","Thailand",3.5,"",22.0435035262389
"1992","Vifon","South Korean Style Kim Chee","Bowl","Vietnam",4.25,"",20.510673795031
"1993","Vifon","Tu Quy Pork","Pack","Vietnam",2.75,"",18.4209083047234
"1994","Sunlight","Steam Vermicelli","Pack","Taiwan",2.1,"",18.1867035951795
"1995","Vedan","Bah Kut Tea Noodle For Vegetarians","Pack","Taiwan",3.25,"",19.3094959166522
"1996","Ve Wong","Artificial Onion Flavor Bean Thread","Bowl","Taiwan",1.5,"",14.1796990956494
"1997","Baijia","Single Noble Black Bone Chicken Sweet Potato Thread","Cup","China",0,"",6.75657587110072
"1998","Vifon","Phu Gia Cua Crab Bean Thread","Pack","Vietnam",2.25,"",15.8059294172617
"1999","Koyo","Tofu & Miso","Pack","USA",2.5,"",17.8833091012781
"2000","Koyo","Mushroom","Pack","USA",2.75,"",20.3194024755703
"2001","Baijia","Hot & Sour Casserole Stewed Rice Noodle","Pack","China",0,"",5.67238007235651
"2002","Baijia","Sichuan Pickled Sweet Potato Thread","Pack","China",1.75,"",16.2418483669863
"2003","Nongshim","Shin Ramyun Black","Pack","South Korea",4.75,"2012 #7",19.6741954522463
"2004","Pot Noodle","Chinese Chow Mein","Cup","UK",3,"",19.637342985052
"2005","Menraku","Tempura Soba","Bowl","Japan",3.75,"",19.8232208003933
"2006","Batchelors","Super Noodles Barbecue Beef","Pack","UK",3.5,"",21.5376781291792
"2007","Maggi","2 Minute Noodles Tricky Tomato","Pack","India",3.75,"",21.2914622516053
"2008","Noah Foods","Phoya Chicken","Bowl","Vietnam",2,"",17.0491059418363
"2009","Maruchan","Yakisoba Tomato Basil","Tray","USA",3,"",18.4065828390185
"2010","Shirakiku","Japanese Style Tokusen Sio","Pack","Japan",3.25,"",20.4151733910665
"2011","O Sung","Keopnurungji Rice Snack","Cup","South Korea",2.5,"",16.829885528025
"2012","Saigon Ve Wong","Kung Fu Suc Song Artificial Pork","Bowl","Vietnam",3,"",19.3764218483211
"2013","Paldo","Gomtang","Cup","South Korea",4,"",19.2100474642108
"2014","Goku Uma","Soy Sauce","Bowl","Japan",3.5,"",17.5803790788769
"2015","Foodmon","DJ DOC Jjolmyeon","Bowl","South Korea",5,"",19.1477493950699
"2016","Batchelors","Super Noodles To Go Curry","Bowl","UK",4,"",20.7529843824847
"2017","Uni-President","One More Cup Kimchi","Cup","Taiwan",3.75,"",19.6885070261696
"2018","Yum Yum","Duck","Pack","Thailand",3.25,"",21.1108464822579
"2019","Batchelors","Super Noodles Bacon","Pack","UK",4.25,"",19.1918599446965
"2020","Sahmyook","Vegetable","Pack","South Korea",3.25,"",19.2099923986023
"2021","Myojo","Ippeichan Soy Sauce","Bowl","Japan",4,"",21.8000520880388
"2022","Wai Wai","Quick Tom Yum Shrimp","Cup","Thailand",3,"",17.8826809939438
"2023","Long Kow","Crystal Noodles Vegetables","Bowl","China",1.5,"",16.0690210307276
"2024","Batchelors","Super Noodles Souther Fried Chicken","Pack","UK",3.75,"",19.3260787496762
"2025","Mi Sedaap","Mi Goreng Perisa Asli","Pack","Indonesia",4.75,"",18.1822397962064
"2026","Batchelors","Super Noodles Chinese Chow Mein","Pack","UK",2.75,"",19.6427368371655
"2027","Yum Yum","Shrimp Tom Yum Flavor","Pack","Thailand",3.5,"",20.9437785364174
"2028","Samyang","60 Ingredients","Cup","South Korea",2.75,"",18.6148098079784
"2029","Super Bihun","Kuah Rasa Baso Sapi Rice Noodles","Pack","Indonesia",3,"",19.9005702551937
"2030","Batchelors","Super Noodles Chicken","Pack","UK",3.25,"",21.3114603531137
"2031","Nissin","Taisho Fried Noodle Yakisoba","Pack","Japan",4.25,"",20.8170538149967
"2032","Mi Sedaap","Supreme Soto","Pack","Indonesia",4,"",20.0700723576276
"2033","Pot Noodle","Original Curry","Cup","UK",3.75,"",20.3462919570121
"2034","Lucky Me!","Pancit Canton Sweet Spicy","Pack","Philippines",5,"",17.8721217863137
"2035","Yum Yum","Vegetable","Pack","Thailand",3.5,"",19.1867822400217
"2036","Golden Wheat","South Korean Style Spicy Beef","Pack","China",3.5,"",20.344387921743
"2037","Unox","Good Noodles Chicken","Pack","Holland",3.5,"",21.0871427246517
"2038","Menraku","Curry Udon","Bowl","Japan",4.75,"",18.986980221011
"2039","Mi Sedaap","Mi SupArtificial Chicken Special","Pack","Indonesia",3,"",19.6129215031046
"2040","Yum Yum","Chicken","Pack","Thailand",3.5,"",19.7875277002098
"2041","Nissin","Top Ramen Chicken","Pack","USA",3.25,"",19.260866368107
"2042","Nissin","Demae Ramen Chicken","Pack","Japan",3,"",19.6596212540898
"2043","Lucky Me!","Lomi Seafood Vegetable","Pack","Philippines",0.5,"",11.0587200107707
"2044","Mama","Pad Kee Mao Drunken","Pack","Thailand",2,"",16.7616591328356
"2045","Ottogi","Yeul Ramyun","Pack","South Korea",4.25,"",18.5784243927513
"2046","Wai Wai","Chicken Flavor","Pack","Thailand",0.9,"",12.6299747384163
"2047","Mama","Pho Ga","Pack","Thailand",3.1,"",20.0400018407674
"2048","Paldo","Gomtang","Pack","South Korea",4.75,"",18.2303701303053
"2049","Doll","Spicy Tomkotsu","Pack","Hong Kong",4.25,"",18.383601528655
"2050","Yum Yum","Beef","Pack","Thailand",3.25,"",20.1763478693111
"2051","Mee Jang","Artificial Shrimp Tom yum","Bowl","Thailand",3.5,"",21.202181641652
"2052","Sapporo Ichiban","Hot Spicy Chicken","Pack","USA",2,"",16.6647327829816
"2053","Unox","Good Noodles Vegetable","Pack","Holland",3.75,"",20.1249650452541
"2054","Little Cook","Wheat Gluten Stewed Duck Flavoured","Bowl","Thailand",2.75,"",16.8812224735983
"2055","Annie Chun's","Soy Ginger Ramen","Pack","USA",1.5,"",14.8550260721556
"2056","JML","Artificial Spicy Hot Beef","Pack","China",3.75,"",19.9731873124017
"2057","Nissin","Cup Noodles Spicy Seafood","Cup","Hong Kong",3.75,"",19.1956307476814
"2058","Dragonfly","Artificial Hot & Sour Shrimp","Bowl","China",4.5,"",19.6375403726121
"2059","Samyang","Hot Beef","Pack","South Korea",4.25,"",19.5659233451074
"2060","Menraku","Soy Sauce","Bowl","Japan",4.25,"",20.9201457774828
"2061","Nan Hsing","Vegetarian Rice Noodles","Bowl","Taiwan",0.25,"",8.69070414874523
"2062","Snapdragon","Beijing Vegetable Rice Noodle","Cup","Singapore",2,"",16.0279410851656
"2063","Dragonfly","Artificial Chicken","Bowl","China",4.5,"",19.3436372474144
"2064","Thai Kitchen","Thai Ginger Rice Noodle","Pack","USA",4.25,"",20.1876213769356
"2065","Wang","Champong Spicy Seafood","Bowl","South Korea",3.5,"",19.582001722466
"2066","Tradition","Imitation Beef","Cup","USA",2.5,"",19.7115829614032
"2067","Shirakiku","Sanukiya Fresh Spicy Ramen","Bowl","Japan",3,"",19.9789747166914
"2068","Dragonfly","Artificial Onion","Bowl","China",4,"",18.0110331276702
"2069","Paldo","Big Bowl Noodle","Bowl","South Korea",3.75,"",18.1176366325736
"2070","Menraku","Miso","Bowl","Japan",2.75,"",19.3834606724064
"2071","Snapdragon","South Korean Kimchi Rice Noodle","Cup","Singapore",3.75,"",19.8054463150443
"2072","Ve Wong","Kung Fu Shrimp","Bowl","Taiwan",4,"",18.8022983751174
"2073","Samyang","Beef","Cup","South Korea",3.75,"",19.0521077785391
"2074","Dragonfly","Artificial Seafood","Bowl","China",3.75,"",18.7121304953383
"2075","Nongshim","Oolongmen Beef","Cup","South Korea",2.5,"",17.2440345619381
"2076","JML","Artificial Spicy Beef","Pack","China",3.5,"",19.695616090971
"2077","Knorr","Pizza","Pack","Pakistan",3,"",19.4802457652196
"2078","GreeNoodle","Miso","Pack","Thailand",1,"",11.5946835255753
"2079","Sunlee","Beef Rice Stick","Bowl","Thailand",2,"",16.8928580851209
"2080","Nongshim","Neoguri Mild","Pack","South Korea",3.25,"",19.9427063866597
"2081","Mexi-Ramen","Soupless Ramen Shallot Teriyaki","Pack","USA",2.5,"",20.0242559378799
"2082","Dragonfly","Artificial Beef","Bowl","China",4.75,"",18.2279461241289
"2083","Hsin Tung Yang","Tiny Noodle With Oyster Flavor","Pack","Taiwan",0,"",5.64131128126309
"2084","Nissin","Demae Iccho Seafood & Abalone Macaroni","Pack","Japan",4,"",19.4431232803445
"2085","Maruchan","Yakisoba Shrimp","Tray","USA",2.75,"",18.4240632414829
"2086","Ottogi","Jin Ramen (Mild)","Pack","South Korea",3.25,"",19.8105492088667
"2087","Snapdragon","Tomato Seafood Rice Noodle","Cup","Singapore",3.5,"",21.2432372102877
"2088","Pulmuone","Fresh Ramen Spicy","Pack","South Korea",3,"",20.400366412933
"2089","Noah Foods","Phoya Rice Noodles Beef","Bowl","Vietnam",2.75,"",17.7628689876391
"2090","JML","Artificial Stew Beef","Pack","China",3.75,"",20.0212942721059
"2091","Foodmon","DJ DOC Instant rice Ramen Topokki","Bowl","South Korea",5,"",17.6116521315386
"2092","JML","Stew Pork","Pack","China",3.25,"",20.573830197813
"2093","Kailo","Big Bowl Crab ","Bowl","Hong Kong",3.5,"",19.575008594904
"2094","Kailo","Big Bowl Artificial Chicken","Bowl","Hong Kong",2.75,"",18.4766259785741
"2095","Kamfen","Japanese U-Don Lobster Scallop","Pack","China",3,"",20.8298673311505
"2096","Ottogi","Hot & Spicy Ramen","Cup","South Korea",3,"",18.0797080279104
"2097","Ottogi","Bekse Curry Myon","Cup","South Korea",4.25,"",19.766857895895
"2098","Itomen","Yellow Buckwheat","Bowl","Japan",4.5,"",19.912678449848
"2099","Menraku","Shio","Bowl","Japan",4.5,"",17.9394249479684
"2100","Thai Kitchen","Roasted Garlic Rice Noodle","Bowl","USA",3.75,"",21.217757303271
"2101","Thai Kitchen","Mushroom Rice Noodle","Bowl","USA",3.25,"",19.6101090086075
"2102","Nongshim","Potato Noodle Soup","Pack","South Korea",3.75,"",19.505896761482
"2103","Vedan","Mushroom & Artificial Cuttlefish","Pack","Taiwan",1.75,"",15.061450815459
"2104","Mr. Udon","Malaysian Beef Udon","Pack","South Korea",3,"",18.8415275311961
"2105","Annie Chun's","Teriyaki Noodle","Bowl","USA",1.75,"",16.960579916162
"2106","Gefen","Vegetable","Pack","USA",3.25,"",17.8277943418641
"2107","Saigon Ve Wong","Kung Fu Rice Noodle Shrimp Crab ","Bowl","Vietnam",3.75,"",20.546561948546
"2108","Myojo","Ramen-Desse Miso Soybean Paste","Bowl","Japan",4.5,"",19.6673885676342
"2109","Thai Kitchen","Spring Onion Rice Noodle","Bowl","USA",3.75,"",19.1203650198351
"2110","Koyo","Lemongrass ginger","Pack","USA",1.5,"",13.9943900869782
"2111","Maruchan","Ramen Noodle Soup Chicken Mushroom","Pack","USA",3.25,"",20.0078734498113
"2112","Gefen","Chicken","Pack","USA",3.5,"",19.610393139843
"2113","Paldo","Snack Noodle slightly Hot","Pack","South Korea",3.75,"",19.6476845191474
"2114","Vifon","Tu Quy Sour Spicy Shrimp","Pack","Vietnam",1.75,"",15.301217127023
"2115","Saigon Ve Wong","Kung Fu Rice Noodle Artificial Beef","Bowl","Vietnam",3.5,"",19.1538958750362
"2116","Nissin","Souper Meal Picante Shrimp Hot Spicy","Bowl","USA",2.75,"",21.0268752958346
"2117","Mama","Vegetable","Pack","Thailand",3.25,"",17.6745944852823
"2118","Ottogi","Ppushu Ppushu Barbecue","Pack","South Korea",3,"",20.5078210035896
"2119","Nissin","Top Ramen Shrimp","Pack","USA",3.5,"",19.4645649399198
"2120","Samyang","Sutah Hot Spicy Beef","Pack","South Korea",3.5,"",18.4307099575398
"2121","Menraku","Tempura Udon","Bowl","Japan",5,"",18.3872725577337
"2122","Gefen","Imitation Chicken Vegetarian","Pack","USA",3,"",20.7392042842574
"2123","Ve Wong","Kung Fu Artificial Beef Rice Noodle","Bowl","Taiwan",3.75,"",20.337462303963
"2124","Ibumie","Harmee Mee goreng Prawn","Pack","Malaysia",4.5,"",21.6825291642184
"2125","Ve Wong","Kung Fu Artificial Szechuan Pork","Bowl","Taiwan",3.75,"",20.1843634485932
"2126","Baijia","Single Noble Pickled Radish & Duck","Cup","China",0.25,"",8.06242064597344
"2127","Koyo","Asian Vegetable","Pack","USA",1.5,"",12.8601936364
"2128","Nongshim","Bowl Noodle Savory Chicken","Bowl","USA",3.25,"",21.3262696465839
"2129","Myojo","Hyoubanya No Chukasoba Soy Sauce","Pack","Japan",4,"",19.0424989055135
"2130","Myojo","Ippeichan Soybean Paste","Bowl","Japan",4,"",20.9215587337433
"2131","Ottogi","Ppushu Ppushu Tteobokki","Pack","South Korea",3.25,"",18.6720572621981
"2132","Wu Mu","Beef Flavor Ramen","Pack","Taiwan",4.25,"",18.7572281829086
"2133","Ve Wong","Kung Fu Artificial Sesame Chicken","Bowl","Taiwan",3.75,"",21.0567735543647
"2134","Ve Wong","Little Prince Bacon","Pack","Vietnam",4.75,"",19.0631804171033
"2135","Sao Tao","Noodle King Hong Koing Style Wonton","Bowl","Hong Kong",2.25,"",18.4943491463375
"2136","iNoodle","Taiwan Style Chow Mein","Pack","Taiwan",2.25,"",16.8906368660546
"2137","Mr. Udon","Chicken","Pack","South Korea",3.25,"",19.2281938283635
"2138","Lucky Me!","N-Rich Chicken Tinola","Pack","Philippines",4,"",20.7784579947329
"2139","Nongshim","Kalguksoo","Pack","South Korea",4.5,"",18.4976752610651
"2140","Ottogi","Spice Seafood","Pack","South Korea",3.75,"",19.7688005976215
"2141","Maruchan","Instant Lunch Hot spicy Beef","Cup","USA",2.75,"",18.8339425589405
"2142","Little Cook","Tom Yum Seafood Creamy","Bowl","Thailand",3,"",18.9824414817021
"2143","Samyang","Beef","Bowl","South Korea",3.75,"",20.9531316403493
"2144","Nongshim","Big Bowl Spicy Kimchi","Bowl","South Korea",3.25,"",17.5749893658813
"2145","Unif","Artificial Beef With Sauerkraut","Bowl","Taiwan",3.75,"",18.6729979488174
